,toid,mean_depth,p90ile_depth,Class,Area
1418,osgb1000030285365,0.037,0.083,A) Low,83
1419,osgb1000030285436,0.213,0.223,B) Medium,9
1420,osgb1000030285446,0.151,0.239,B) Medium,73
1421,osgb1000030285447,0.16,0.239,B) Medium,69
1422,osgb1000030285570,0.083,0.171,A) Low,12
1423,osgb1000030285449,0.154,0.224,B) Medium,86
1424,osgb1000030285457,0.016,0.031,A) Low,61
1425,osgb1000030285464,0.205,0.313,C) High,80
1426,osgb1000030285465,0.213,0.314,C) High,81
1427,osgb1000030285466,0.146,0.246,B) Medium,79
1428,osgb1000030285467,0.093,0.187,A) Low,80
1429,osgb1000030285482,0.031,0.056,A) Low,81
1430,osgb1000030285483,0.017,0.039,A) Low,1556
1431,osgb1000030285506,0.005,0.007,A) Low,86
1432,osgb1000030285507,0.011,0.023,A) Low,77
1433,osgb1000030285521,0.022,0.025,A) Low,59
1434,osgb1000030285536,0.018,0.051,A) Low,68
1435,osgb1000030285537,0.015,0.024,A) Low,75
1436,osgb1000030285538,0.007,0.014,A) Low,96
1437,osgb1000030285539,0.012,0.014,A) Low,98
1438,osgb1000030285542,0.006,0.012,A) Low,84
1439,osgb1000030285543,0.007,0.008,A) Low,83
1440,osgb1000030285554,0.095,0.211,A) Low,98
1441,osgb1000030285556,0.035,0.148,A) Low,102
1442,osgb1000030285561,0.069,0.182,A) Low,71
1443,osgb1000030285562,0.208,0.408,C) High,72
1444,osgb1000030285565,0.104,0.177,B) Medium,70
1445,osgb1000030285566,0.059,0.146,A) Low,72
1446,osgb1000030285572,0.011,0.025,A) Low,8
1447,osgb1000030285574,0.1,0.292,B) Medium,10
1448,osgb1000030285575,0.124,0.34,C) High,11
1449,osgb1000030285582,0.017,0.044,A) Low,13
1450,osgb1000030285587,0.004,0.005,A) Low,19
1451,osgb1000030285588,0.011,0.025,A) Low,19
1452,osgb1000030285692,0.013,0.022,A) Low,237
1453,osgb1000030285702,0.024,0.044,A) Low,64
1454,osgb1000030285703,0.004,0.005,A) Low,102
1455,osgb1000030285704,0.031,0.057,A) Low,79
1456,osgb1000030288064,0.067,0.203,A) Low,58
1457,osgb1000030288063,0.071,0.22,A) Low,63
1458,osgb1000030288075,0.004,0.006,A) Low,44
1459,osgb1000030288116,0.011,0.012,A) Low,4
1460,osgb1000030288117,0.027,0.052,A) Low,59
1461,osgb1000030288118,0.048,0.08,A) Low,57
1462,osgb1000030288119,0.052,0.109,A) Low,54
1463,osgb1000030288124,0.016,0.024,A) Low,54
1464,osgb1000030288125,0.009,0.016,A) Low,55
1465,osgb1000030288126,0.004,0.006,A) Low,56
1466,osgb1000030288127,0.003,0.005,A) Low,57
1467,osgb1000030288128,0.003,0.005,A) Low,73
1468,osgb1000030288149,0.119,0.386,C) High,67
1469,osgb1000030288151,0.24,0.483,C) High,65
1470,osgb1000030288153,0.212,0.492,C) High,74
1471,osgb1000030288154,0.005,0.007,A) Low,54
1472,osgb1000030288155,0.004,0.006,A) Low,55
1473,osgb1000030361603,0.07,0.081,A) Low,12
1474,osgb1000030361605,0.087,0.163,A) Low,84
1475,osgb1000030361611,0.033,0.055,A) Low,77
1476,osgb1000030361630,0.016,0.036,A) Low,64
1477,osgb1000030361636,0.011,0.013,A) Low,8
1478,osgb1000030361637,0.013,0.015,A) Low,9
1479,osgb1000030361638,0.012,0.013,A) Low,9
1480,osgb1000030361644,0.021,0.041,A) Low,49
1481,osgb1000030361680,0.047,0.136,A) Low,65
1482,osgb1000030361698,0.174,0.185,B) Medium,1
1483,osgb1000030361718,0.12,0.249,B) Medium,95
1484,osgb1000030363743,0.035,0.071,A) Low,61
1485,osgb1000030363744,0.053,0.086,A) Low,62
1486,osgb1000030363745,0.02,0.035,A) Low,66
1487,osgb1000030363985,0.036,0.08,A) Low,93
1488,osgb1000030363986,0.034,0.035,A) Low,3
1489,osgb1000030364059,0.007,0.01,A) Low,73
1490,osgb1000030364179,0.01,0.015,A) Low,14
1491,osgb1000030364288,0.012,0.031,A) Low,11
1492,osgb1000030364304,0.008,0.012,A) Low,90
1493,osgb1000030364345,0.052,0.145,A) Low,711
1494,osgb1000030364387,0.062,0.125,A) Low,92
1495,osgb1000030364388,0.119,0.16,B) Medium,97
1496,osgb1000030364436,0.005,0.006,A) Low,5
1497,osgb1000030365986,0.006,0.012,A) Low,144
1498,osgb1000030366000,0.005,0.01,A) Low,2
1499,osgb1000030366030,0.02,0.029,A) Low,99
1500,osgb1000030366044,0.004,0.006,A) Low,74
1501,osgb1000030366045,0.019,0.038,A) Low,68
1502,osgb1000030366050,0.029,0.074,A) Low,74
1503,osgb1000030366069,0.02,0.053,A) Low,68
1504,osgb1000030433460,0.004,0.005,A) Low,86
1505,osgb1000042763681,0.098,0.148,A) Low,16
1506,osgb1000042763687,0.054,0.11,A) Low,16
1507,osgb1000042763664,0.005,0.009,A) Low,37
1508,osgb1000042763665,0.01,0.016,A) Low,37
1509,osgb1000042763666,0.017,0.035,A) Low,37
1510,osgb1000042763667,0.028,0.044,A) Low,37
1511,osgb1000042763668,0.009,0.017,A) Low,37
1512,osgb1000042763669,0.025,0.067,A) Low,37
1513,osgb1000042763670,0.027,0.071,A) Low,37
1514,osgb1000042763671,0.025,0.061,A) Low,37
1515,osgb1000042763672,0.117,0.239,B) Medium,37
1516,osgb1000042763673,0.148,0.283,B) Medium,37
1517,osgb1000042763674,0.124,0.217,B) Medium,37
1518,osgb1000042763675,0.062,0.106,A) Low,37
1519,osgb1000042763676,0.145,0.267,B) Medium,16
1520,osgb1000042763677,0.094,0.146,A) Low,16
1521,osgb1000042763678,0.091,0.146,A) Low,16
1522,osgb1000042763679,0.091,0.146,A) Low,16
1523,osgb1000042763680,0.09,0.145,A) Low,16
1524,osgb1000042763682,0.087,0.117,A) Low,16
1525,osgb1000042763683,0.085,0.098,A) Low,16
1526,osgb1000042763684,0.098,0.116,A) Low,16
1527,osgb1000042763685,0.074,0.111,A) Low,16
1528,osgb1000042763686,0.054,0.11,A) Low,16
1529,osgb1000042763688,0.087,0.132,A) Low,16
1530,osgb1000042763689,0.058,0.121,A) Low,16
1531,osgb1000042763690,0.15,0.263,B) Medium,16
1532,osgb1000042763691,0.177,0.302,C) High,16
1533,osgb1000042763692,0.246,0.333,C) High,16
1534,osgb1000042763693,0.286,0.351,C) High,16
1535,osgb1000030281839,0.188,0.196,B) Medium,5
1536,osgb1000002310338640,0.009,0.016,A) Low,22
1537,osgb1000030281834,0.061,0.122,A) Low,71
1538,osgb1000030436872,0.005,0.008,A) Low,14
1539,osgb1000030361704,0.036,0.086,A) Low,30
1540,osgb1000002310424794,0.004,0.005,A) Low,28
1541,osgb1000030285708,0.128,0.343,C) High,460
1542,osgb1000002310438161,0.005,0.007,A) Low,472
1543,osgb1000042763708,0.059,0.095,A) Low,15
1544,osgb1000030361770,0.01,0.011,A) Low,4
1545,osgb1000030361771,0.027,0.027,A) Low,10
1546,osgb1000030361772,0.048,0.051,A) Low,6
1547,osgb1000030361773,0.043,0.058,A) Low,11
1548,osgb1000030361774,0.083,0.096,A) Low,9
1549,osgb1000030285712,0.166,0.212,B) Medium,8
1550,osgb1000030430028,0.052,0.064,A) Low,16
1551,osgb1000030430029,0.046,0.056,A) Low,6
1552,osgb1000030430030,0.034,0.042,A) Low,3
1553,osgb5000005156192444,0.01,0.014,A) Low,9
1554,osgb5000005202984951,0.011,0.017,A) Low,29
1555,osgb5000005202984819,0.006,0.009,A) Low,13
1556,osgb5000005202983076,0.004,0.007,A) Low,11
1557,osgb5000005202983139,0.003,0.005,A) Low,8
1558,osgb5000005202984643,0.008,0.009,A) Low,5
1559,osgb5000005202982758,0.006,0.014,A) Low,16
1560,osgb5000005202982965,0.15,0.174,B) Medium,4
1561,osgb5000005202983033,0.002,0.003,A) Low,6
1562,osgb5000005202982745,0.043,0.16,A) Low,20
1563,osgb5000005202984473,0.019,0.024,A) Low,3
1564,osgb5000005202983106,0.036,0.036,A) Low,3
1565,osgb5000005202982936,0.075,0.083,A) Low,8
1566,osgb5000005202983184,0.002,0.003,A) Low,6
1567,osgb5000005202983174,0.045,0.124,A) Low,12
1568,osgb5000005202983255,0.006,0.009,A) Low,15
1569,osgb5000005202982766,0.118,0.259,B) Medium,55
1570,osgb5000005202982774,0.002,0.003,A) Low,4
1571,osgb5000005202983063,0.004,0.006,A) Low,13
1572,osgb5000005202983167,0.006,0.007,A) Low,12
1573,osgb5000005202983114,0.013,0.022,A) Low,19
1574,osgb5000005202982740,0.004,0.006,A) Low,19
1575,osgb5000005202982794,0.04,0.055,A) Low,22
1576,osgb5000005202984691,0.012,0.021,A) Low,11
1577,osgb5000005202982872,0.006,0.012,A) Low,42
1578,osgb5000005202982909,0.002,0.003,A) Low,90
1579,osgb5000005202984877,0.127,0.171,B) Medium,13
1580,osgb5000005202984638,0.096,0.097,A) Low,6
1581,osgb5000005202982888,0.013,0.019,A) Low,14
1582,osgb5000005202983030,0.05,0.083,A) Low,8
1583,osgb5000005202984857,0.002,0.003,A) Low,15
1584,osgb5000005202984538,0.018,0.025,A) Low,13
1585,osgb5000005202982808,0.039,0.081,A) Low,14
1586,osgb5000005202983009,0.173,0.454,C) High,17
1587,osgb5000005202984940,0.004,0.005,A) Low,17
1588,osgb5000005202983057,0.058,0.106,A) Low,14
1589,osgb5000005202983179,0.063,0.118,A) Low,15
1590,osgb5000005202982757,0.025,0.035,A) Low,7
1591,osgb5000005202984803,0.022,0.041,A) Low,7
1592,osgb5000005202984467,0.143,0.157,B) Medium,8
1593,osgb5000005202983022,0.009,0.01,A) Low,14
1594,osgb5000005202984657,0.005,0.007,A) Low,12
1595,osgb5000005202982978,0.014,0.025,A) Low,4
1596,osgb5000005202983134,0.005,0.007,A) Low,7
1597,osgb5000005202982975,0.005,0.012,A) Low,20
1598,osgb5000005202983129,0.019,0.05,A) Low,8
1599,osgb5000005202984929,0.005,0.006,A) Low,9
1600,osgb5000005202983266,0.137,0.284,B) Medium,7
1601,osgb5000005202983172,0.022,0.039,A) Low,109
1602,osgb5000005202983204,0.104,0.123,B) Medium,14
1603,osgb5000005202983231,0.002,0.003,A) Low,9
1604,osgb5000005202982732,0.013,0.014,A) Low,8
1605,osgb5000005202982991,0.006,0.009,A) Low,9
1606,osgb5000005202984560,0.077,0.215,A) Low,20
1607,osgb5000005202982737,0.011,0.021,A) Low,14
1608,osgb5000005202983118,0.011,0.015,A) Low,28
1609,osgb5000005202983195,0.008,0.01,A) Low,15
1610,osgb5000005202984576,0.383,0.574,C) High,4
1611,osgb5000005202983095,0.032,0.062,A) Low,22
1612,osgb5000005202983177,0.007,0.01,A) Low,3
1613,osgb5000005202984700,0.008,0.016,A) Low,29
1614,osgb5000005202983039,0.008,0.021,A) Low,14
1615,osgb5000005202982902,0.005,0.006,A) Low,12
1616,osgb5000005202984509,0.002,0.003,A) Low,5
1617,osgb5000005202983016,0.047,0.054,A) Low,15
1618,osgb5000005202983020,0.025,0.05,A) Low,95
1619,osgb5000005202984785,0.115,0.236,B) Medium,93
1620,osgb5000005202984960,0.06,0.083,A) Low,14
1621,osgb5000005202984956,0.083,0.185,A) Low,14
1622,osgb5000005202984452,0.009,0.016,A) Low,13
1623,osgb5000005202982768,0.122,0.37,C) High,5939
1624,osgb5000005202983142,0.051,0.088,A) Low,11
1625,osgb5000005202984502,0.14,0.22,B) Medium,46
1626,osgb5000005202983078,0.078,0.13,A) Low,15
1627,osgb5000005202983119,0.026,0.048,A) Low,10
1628,osgb5000005202983253,0.097,0.151,A) Low,29
1629,osgb5000005202982887,0.01,0.014,A) Low,16
1630,osgb5000005202982989,0.146,0.169,B) Medium,6
1631,osgb5000005202984629,0.019,0.032,A) Low,9
1632,osgb5000005202984659,0.082,0.125,A) Low,54
1633,osgb5000005202984565,0.01,0.016,A) Low,8
1634,osgb5000005202984962,0.005,0.006,A) Low,53
1635,osgb5000005202984464,0.006,0.007,A) Low,19
1636,osgb5000005202984668,0.006,0.008,A) Low,12
1637,osgb5000005202982973,0.016,0.026,A) Low,14
1638,osgb5000005202984823,0.003,0.005,A) Low,23
1639,osgb5000005202983056,0.026,0.059,A) Low,9
1640,osgb5000005202983156,0.009,0.013,A) Low,150
1641,osgb5000005202984687,0.035,0.04,A) Low,11
1642,osgb5000005202984584,0.015,0.018,A) Low,10
1643,osgb5000005202983000,0.033,0.075,A) Low,13
1644,osgb5000005202983267,0.026,0.063,A) Low,102
1645,osgb5000005202983247,0.036,0.049,A) Low,115
1646,osgb5000005202983098,0.026,0.042,A) Low,13
1647,osgb5000005202983130,0.005,0.007,A) Low,19
1648,osgb5000005202983117,0.027,0.058,A) Low,32
1649,osgb5000005202983015,0.02,0.031,A) Low,4
1650,osgb5000005202983081,0.003,0.005,A) Low,17
1651,osgb5000005202982914,0.012,0.022,A) Low,10
1652,osgb5000005202983046,0.021,0.058,A) Low,75
1653,osgb5000005202983157,0.015,0.029,A) Low,16
1654,osgb5000005202984944,0.002,0.002,A) Low,31
1655,osgb5000005202983036,0.028,0.059,A) Low,101
1656,osgb5000005202984869,0.015,0.032,A) Low,9
1657,osgb5000005202982930,0.101,0.18,B) Medium,12
1658,osgb5000005202984690,0.005,0.008,A) Low,21
1659,osgb5000005202984579,0.015,0.031,A) Low,6
1660,osgb5000005202984479,0.033,0.051,A) Low,7
1661,osgb5000005202984708,0.005,0.005,A) Low,6
1662,osgb5000005202982999,0.004,0.005,A) Low,10
1663,osgb5000005202982815,0.095,0.118,A) Low,20
1664,osgb5000005202984966,0.002,0.002,A) Low,15
1665,osgb5000005202984624,0.006,0.008,A) Low,8
1666,osgb5000005202984649,0.036,0.049,A) Low,20
1667,osgb5000005202982858,0.003,0.003,A) Low,7
1668,osgb5000005202982783,0.007,0.015,A) Low,20
1669,osgb5000005202983079,0.013,0.028,A) Low,23
1670,osgb5000005202983234,0.098,0.129,A) Low,8
1671,osgb5000005202984707,0.016,0.032,A) Low,13
1672,osgb5000005202982827,0.022,0.057,A) Low,23
1673,osgb5000005202984788,0.014,0.025,A) Low,28
1674,osgb5000005202984858,0.006,0.012,A) Low,24
1675,osgb5000005202984663,0.025,0.06,A) Low,9
1676,osgb5000005202984612,0.005,0.008,A) Low,10
1677,osgb5000005202983199,0.139,0.166,B) Medium,6
1678,osgb5000005202982841,0.07,0.109,A) Low,8
1679,osgb5000005202983023,0.012,0.021,A) Low,18
1680,osgb5000005202982777,0.052,0.129,A) Low,3
1681,osgb5000005202983059,0.008,0.01,A) Low,4
1682,osgb5000005202984490,0.014,0.018,A) Low,16
1683,osgb5000005202983155,0.007,0.01,A) Low,16
1684,osgb5000005202982799,0.01,0.012,A) Low,2
1685,osgb5000005202982813,0.003,0.003,A) Low,10
1686,osgb5000005202982829,0.11,0.29,B) Medium,100
1687,osgb5000005202984532,0.009,0.011,A) Low,9
1688,osgb5000005202982744,0.019,0.059,A) Low,58
1689,osgb5000005202984734,0.014,0.025,A) Low,12
1690,osgb5000005202984831,0.126,0.158,B) Medium,12
1691,osgb5000005202982903,0.002,0.003,A) Low,8
1692,osgb5000005202982926,0.326,0.39,C) High,21
1693,osgb5000005202984660,0.13,0.184,B) Medium,5
1694,osgb5000005202983012,0.197,0.286,B) Medium,12
1695,osgb5000005202983193,0.042,0.044,A) Low,3
1696,osgb5000005202982735,0.094,0.132,A) Low,89
1697,osgb5000005202982843,0.114,0.195,B) Medium,12
1698,osgb5000005202984926,0.032,0.055,A) Low,98
1699,osgb5000005202983150,0.009,0.017,A) Low,14
1700,osgb5000005202983044,0.024,0.066,A) Low,14
1701,osgb5000005202983054,0.046,0.086,A) Low,16
1702,osgb5000005202982749,0.018,0.027,A) Low,12
1703,osgb5000005202982738,0.012,0.033,A) Low,99
1704,osgb5000005202984597,0.002,0.002,A) Low,8
1705,osgb5000005202982810,0.142,0.214,B) Medium,10
1706,osgb5000005202982762,0.048,0.065,A) Low,17
1707,osgb5000005202982836,0.022,0.03,A) Low,22
1708,osgb5000005202984447,0.029,0.038,A) Low,8
1709,osgb5000005202982793,0.039,0.12,A) Low,11
1710,osgb5000005202984849,0.005,0.006,A) Low,10
1711,osgb5000005202984632,0.004,0.005,A) Low,29
1712,osgb5000005202983004,0.016,0.04,A) Low,21
1713,osgb5000005202982869,0.106,0.123,B) Medium,7
1714,osgb5000005202982791,0.005,0.008,A) Low,7
1715,osgb5000005202984561,0.298,0.623,C) High,37
1716,osgb5000005202983192,0.004,0.005,A) Low,23
1717,osgb5000005202983153,0.002,0.002,A) Low,12
1718,osgb5000005202984653,0.067,0.166,A) Low,18
1719,osgb5000005202984810,0.12,0.167,B) Medium,10
1720,osgb5000005202982995,0.004,0.008,A) Low,10
1721,osgb5000005202983091,0.022,0.029,A) Low,33
1722,osgb5000005202983232,0.027,0.04,A) Low,12
1723,osgb5000005202984635,0.135,0.23,B) Medium,5
1724,osgb5000005202983143,0.181,0.244,B) Medium,11
1725,osgb5000005202983191,0.079,0.18,A) Low,104
1726,osgb5000005202983148,0.312,0.384,C) High,29
1727,osgb5000005202984628,0.157,0.162,B) Medium,10
1728,osgb5000005202982824,0.003,0.003,A) Low,10
1729,osgb5000005202984774,0.153,0.178,B) Medium,11
1730,osgb5000005204275534,0.003,0.005,A) Low,125
1731,osgb5000005202982939,0.012,0.021,A) Low,10
1732,osgb5000005202984961,0.003,0.004,A) Low,6
1733,osgb5000005202982915,0.061,0.165,A) Low,21
1734,osgb5000005202982947,0.002,0.003,A) Low,7
1735,osgb5000005202982780,0.056,0.134,A) Low,7
1736,osgb5000005202982942,0.007,0.01,A) Low,10
1737,osgb5000005202984622,0.017,0.028,A) Low,14
1738,osgb5000005202982800,0.009,0.011,A) Low,18
1739,osgb5000005204275459,0.024,0.068,A) Low,4
1740,osgb5000005202982817,0.008,0.012,A) Low,22
1741,osgb5000005202983041,0.008,0.017,A) Low,7
1742,osgb5000005202984625,0.007,0.008,A) Low,17
1743,osgb5000005202982928,0.061,0.116,A) Low,30
1744,osgb5000005202982967,0.065,0.08,A) Low,15
1745,osgb5000005202983104,0.052,0.089,A) Low,8
1746,osgb5000005202982788,0.008,0.011,A) Low,8
1747,osgb5000005202984522,0.02,0.032,A) Low,103
1748,osgb5000005202983197,0.003,0.004,A) Low,30
1749,osgb5000005202984789,0.019,0.028,A) Low,19
1750,osgb5000005202983250,0.011,0.017,A) Low,29
1751,osgb5000005202982956,0.05,0.087,A) Low,13
1752,osgb5000005202983060,0.107,0.194,B) Medium,17
1753,osgb5000005202984860,0.019,0.025,A) Low,8
1754,osgb5000005202984619,0.047,0.056,A) Low,7
1755,osgb5000005202982802,0.028,0.05,A) Low,38
1756,osgb5000005202984875,0.003,0.004,A) Low,10
1757,osgb5000005202984570,0.007,0.012,A) Low,10
1758,osgb5000005202982884,0.003,0.004,A) Low,6
1759,osgb5000005202984588,0.01,0.02,A) Low,38
1760,osgb5000005202984816,0.013,0.014,A) Low,11
1761,osgb5000005202983128,0.075,0.178,A) Low,5
1762,osgb5000005202982728,0.007,0.016,A) Low,4
1763,osgb5000005202982778,0.008,0.009,A) Low,24
1764,osgb5000005202983258,0.006,0.008,A) Low,13
1765,osgb5000005202982765,0.131,0.177,B) Medium,8
1766,osgb5000005202984494,0.074,0.092,A) Low,6
1767,osgb5000005202983163,0.015,0.025,A) Low,14
1768,osgb5000005202984432,0.04,0.062,A) Low,77
1769,osgb5000005202982901,0.028,0.077,A) Low,11
1770,osgb5000005202983053,0.085,0.11,A) Low,3
1771,osgb5000005202982848,0.045,0.052,A) Low,14
1772,osgb5000005202982775,0.055,0.076,A) Low,130
1773,osgb1000030365913,0.059,0.102,A) Low,91
1774,osgb1000030364497,0.018,0.032,A) Low,103
1775,osgb1000030363715,0.005,0.007,A) Low,31
1776,osgb1000030361569,0.043,0.087,A) Low,51
1777,osgb1000042571320,0.074,0.137,A) Low,92
1778,osgb1000030364123,0.012,0.016,A) Low,91
1779,osgb1000030364162,0.026,0.069,A) Low,86
1780,osgb1000042571334,0.013,0.016,A) Low,144
1781,osgb1000030433789,0.113,0.249,B) Medium,68
1782,osgb1000030364148,0.038,0.114,A) Low,83
1783,osgb1000030433493,0.015,0.037,A) Low,49
1784,osgb1000030364042,0.035,0.04,A) Low,75
1785,osgb1000030363886,0.027,0.071,A) Low,123
1786,osgb1000030433424,0.009,0.018,A) Low,110
1787,osgb1000030364118,0.029,0.038,A) Low,3
1788,osgb1000030363756,0.017,0.034,A) Low,76
1789,osgb1000030364416,0.007,0.011,A) Low,92
1790,osgb1000030364210,0.073,0.119,A) Low,155
1791,osgb1000030362202,0.014,0.034,A) Low,53
1792,osgb1000030433462,0.078,0.195,A) Low,40
1793,osgb1000030364305,0.009,0.012,A) Low,114
1794,osgb1000030433764,0.191,0.35,C) High,72
1795,osgb1000030363762,0.257,0.395,C) High,97
1796,osgb1000030361811,0.005,0.007,A) Low,95
1797,osgb1000030433722,0.006,0.007,A) Low,102
1798,osgb1000030363894,0.019,0.063,A) Low,143
1799,osgb1000030364149,0.074,0.144,A) Low,78
1800,osgb1000030364398,0.078,0.211,A) Low,86
1801,osgb1000030364088,0.018,0.03,A) Low,71
1802,osgb1000002020982024,0.004,0.011,A) Low,29
1803,osgb1000030365899,0.025,0.034,A) Low,114
1804,osgb1000030363824,0.002,0.002,A) Low,115
1805,osgb1000030364446,0.005,0.009,A) Low,93
1806,osgb1000030363839,0.004,0.006,A) Low,73
1807,osgb1000030362191,0.091,0.151,A) Low,84
1808,osgb1000030364296,0.039,0.143,A) Low,103
1809,osgb1000030364031,0.024,0.086,A) Low,73
1810,osgb1000030363891,0.025,0.065,A) Low,154
1811,osgb1000030364119,0.02,0.041,A) Low,72
1812,osgb1000030433788,0.167,0.295,B) Medium,22
1813,osgb1000030363991,0.031,0.065,A) Low,15
1814,osgb1000030364307,0.009,0.017,A) Low,92
1815,osgb1000002310331269,0.048,0.093,A) Low,75
1816,osgb1000030364518,0.005,0.009,A) Low,126
1817,osgb1000030363920,0.017,0.029,A) Low,71
1818,osgb1000030364510,0.079,0.182,A) Low,51
1819,osgb1000030361631,0.019,0.048,A) Low,112
1820,osgb1000030361682,0.108,0.343,C) High,113
1821,osgb1000030363813,0.002,0.003,A) Low,100
1822,osgb1000030363712,0.011,0.03,A) Low,1677
1823,osgb1000030364109,0.016,0.038,A) Low,11
1824,osgb1000030364516,0.032,0.072,A) Low,102
1825,osgb1000030364049,0.016,0.029,A) Low,66
1826,osgb1000030364411,0.253,0.351,C) High,61
1827,osgb1000030361666,0.177,0.239,B) Medium,58
1828,osgb1000042571336,0.063,0.188,A) Low,102
1829,osgb1000030361654,0.023,0.04,A) Low,60
1830,osgb1000030363967,0.013,0.016,A) Low,96
1831,osgb1000030364142,0.004,0.005,A) Low,8
1832,osgb1000030365929,0.046,0.142,A) Low,73
1833,osgb1000030433459,0.039,0.111,A) Low,90
1834,osgb1000030364241,0.172,0.289,B) Medium,77
1835,osgb1000030363982,0.052,0.112,A) Low,76
1836,osgb1000030363848,0.016,0.043,A) Low,69
1837,osgb1000030363865,0.009,0.016,A) Low,116
1838,osgb1000030364410,0.284,0.377,C) High,77
1839,osgb1000042808394,0.002,0.003,A) Low,112
1840,osgb1000030364470,0.017,0.035,A) Low,128
1841,osgb1000030361555,0.049,0.161,A) Low,111
1842,osgb1000030433728,0.002,0.003,A) Low,18
1843,osgb1000030363810,0.003,0.004,A) Low,87
